Airline,Source,Destination,Additional_Info_upd,Duration_mins,Total_Stops_upd,Price
Air India,Delhi,Cochin,0,955,1,7258
Multiple carriers,Delhi,Cochin,0,765,1,18192
Air India,Kolkata,Banglore,0,1165,2,13899
Jet Airways,Kolkata,Banglore,1,400,1,10844
Jet Airways,Kolkata,Banglore,0,1450,1,14151
Multiple carriers,Delhi,Cochin,0,620,1,15147
GoAir,Banglore,Delhi,0,175,0,3898
IndiGo,Delhi,Cochin,0,665,1,6818
Jet Airways,Kolkata,Banglore,0,1170,1,14781
Air Asia,Kolkata,Banglore,0,500,2,5192
Jet Airways,Delhi,Cochin,0,425,2,14441
Jet Airways,Kolkata,Banglore,0,1480,1,14151
IndiGo,Kolkata,Banglore,0,220,1,4226
Air India,Delhi,Cochin,0,1380,2,13381
Multiple carriers,Delhi,Cochin,0,845,1,10678
Jet Airways,Delhi,Cochin,0,440,1,12242
Jet Airways,Mumbai,Hyderabad,1,85,0,4995
Jet Airways,Delhi,Cochin,1,450,1,10262
SpiceJet,Kolkata,Banglore,1,140,0,3841
Jet Airways,Kolkata,Banglore,1,960,1,9663
IndiGo,Kolkata,Banglore,0,155,0,5224
Multiple carriers,Delhi,Cochin,0,730,1,14533
SpiceJet,Mumbai,Hyderabad,0,90,0,2017
Jet Airways,Banglore,Delhi,1,185,0,5769
Multiple carriers,Delhi,Cochin,0,485,1,11622
IndiGo,Banglore,Delhi,0,175,0,4823
Jet Airways,Banglore,New Delhi,1,1280,1,7832
Multiple carriers,Delhi,Cochin,0,705,1,9001
IndiGo,Mumbai,Hyderabad,0,90,0,2754
Jet Airways,Banglore,Delhi,0,180,0,7229
IndiGo,Delhi,Cochin,0,280,1,6937
Air India,Kolkata,Banglore,0,920,2,13033
SpiceJet,Banglore,Delhi,0,160,0,3625
Jet Airways,Delhi,Cochin,0,1295,2,13292
Air India,Banglore,New Delhi,0,1525,2,12778
SpiceJet,Kolkata,Banglore,1,150,0,3841
IndiGo,Mumbai,Hyderabad,0,85,0,2227
SpiceJet,Kolkata,Banglore,0,520,1,6171
Air India,Kolkata,Banglore,0,1195,2,10676
Jet Airways,Delhi,Cochin,0,1025,2,13014
IndiGo,Mumbai,Hyderabad,0,90,0,2754
Air India,Delhi,Cochin,0,865,2,8367
Jet Airways,Delhi,Cochin,1,1570,1,5177
SpiceJet,Kolkata,Banglore,0,150,0,4174
Multiple carriers,Delhi,Cochin,0,615,1,9794
Multiple carriers,Delhi,Cochin,0,385,1,10486
Multiple carriers,Delhi,Cochin,0,675,1,15058
IndiGo,Kolkata,Banglore,0,155,0,4804
Jet Airways,Delhi,Cochin,0,1665,1,17024
GoAir,Kolkata,Banglore,0,455,1,8855
Air India,Delhi,Cochin,0,640,1,8372
Jet Airways,Mumbai,Hyderabad,1,85,0,4050
Jet Airways,Banglore,Delhi,0,175,0,7229
SpiceJet,Mumbai,Hyderabad,1,80,0,2385
GoAir,Banglore,Delhi,0,170,0,3898
IndiGo,Banglore,New Delhi,0,165,0,6860
SpiceJet,Delhi,Cochin,0,315,1,6749
Air India,Kolkata,Banglore,0,525,2,15107
Jet Airways,Delhi,Cochin,1,1125,2,10368
Jet Airways,Banglore,New Delhi,1,860,1,7832
SpiceJet,Mumbai,Hyderabad,1,90,0,2385
IndiGo,Kolkata,Banglore,0,150,0,4804
Air India,Delhi,Cochin,0,1595,2,8236
IndiGo,Delhi,Cochin,0,570,1,6416
Jet Airways,Delhi,Cochin,1,450,1,10262
Jet Airways,Delhi,Cochin,0,1210,1,14714
SpiceJet,Kolkata,Banglore,0,330,1,7646
Air India,Delhi,Cochin,0,765,1,7480
Vistara,Chennai,Kolkata,0,140,0,11982
Multiple carriers,Delhi,Cochin,0,520,1,8309
Jet Airways,Delhi,Cochin,1,425,2,13344
Air India,Kolkata,Banglore,0,890,1,4227
Air India,Delhi,Cochin,0,1180,2,9706
SpiceJet,Mumbai,Hyderabad,0,90,0,2017
IndiGo,Delhi,Cochin,0,835,1,6442
Jet Airways,Banglore,Delhi,0,185,0,8016
IndiGo,Delhi,Cochin,0,320,1,5298
Vistara,Banglore,Delhi,0,155,0,4878
Jet Airways,Delhi,Cochin,1,865,1,10262
IndiGo,Kolkata,Banglore,0,300,1,4176
IndiGo,Delhi,Cochin,0,845,1,5883
Multiple carriers,Delhi,Cochin,0,540,1,12717
IndiGo,Chennai,Kolkata,0,140,0,3850
IndiGo,Chennai,Kolkata,0,140,0,3597
SpiceJet,Mumbai,Hyderabad,1,90,0,2175
Air Asia,Banglore,Delhi,0,170,0,7080
Jet Airways,Kolkata,Banglore,1,665,1,8849
Jet Airways,Kolkata,Banglore,1,685,1,9899
Vistara,Banglore,Delhi,0,160,0,4878
Multiple carriers,Delhi,Cochin,0,705,1,7787
SpiceJet,Chennai,Kolkata,0,140,0,3597
GoAir,Delhi,Cochin,0,540,1,5281
Vistara,Kolkata,Banglore,0,1350,1,9345
IndiGo,Delhi,Cochin,0,635,1,6442
IndiGo,Delhi,Cochin,0,705,1,6838
SpiceJet,Chennai,Kolkata,0,140,0,3597
SpiceJet,Mumbai,Hyderabad,0,80,0,3173
Multiple carriers,Delhi,Cochin,0,435,1,13377
Jet Airways,Kolkata,Banglore,1,1295,1,9314
Multiple carriers,Delhi,Cochin,0,545,1,9856
Air India,Delhi,Cochin,0,675,1,8372
Jet Airways,Kolkata,Banglore,1,1400,1,7064
IndiGo,Kolkata,Banglore,0,155,0,4804
Jet Airways,Delhi,Cochin,1,810,2,13029
IndiGo,Delhi,Cochin,0,490,1,7640
Jet Airways,Banglore,New Delhi,0,435,1,22270
Air India,Banglore,Delhi,0,170,0,4441
Jet Airways,Delhi,Cochin,1,1165,1,12898
Jet Airways,Kolkata,Banglore,1,1285,1,7064
Jet Airways,Kolkata,Banglore,1,740,1,10844
SpiceJet,Kolkata,Banglore,0,145,0,4174
Jet Airways,Kolkata,Banglore,1,1695,1,8529
IndiGo,Banglore,Delhi,0,170,0,3625
IndiGo,Banglore,Delhi,0,175,0,3419
IndiGo,Chennai,Kolkata,0,145,0,3850
Air India,Kolkata,Banglore,0,1255,2,12802
SpiceJet,Delhi,Cochin,0,360,1,9748
IndiGo,Delhi,Cochin,0,500,1,6104
IndiGo,Banglore,Delhi,0,180,0,3943
IndiGo,Delhi,Cochin,0,560,1,7514
Jet Airways,Banglore,New Delhi,0,160,0,18308
Air India,Mumbai,Hyderabad,0,255,2,17327
Air India,Delhi,Cochin,0,1115,2,8892
Multiple carriers,Delhi,Cochin,0,520,1,9794
IndiGo,Banglore,Delhi,0,175,0,4423
Jet Airways,Kolkata,Banglore,1,1485,1,10844
Jet Airways,Delhi,Cochin,0,1485,1,15554
Vistara,Chennai,Kolkata,0,140,0,11982
IndiGo,Mumbai,Hyderabad,0,90,0,4049
IndiGo,Kolkata,Banglore,0,155,0,5618
Air India,Delhi,Cochin,0,1380,2,13591
Multiple carriers,Delhi,Cochin,0,930,1,9508
SpiceJet,Chennai,Kolkata,1,135,0,3543
Jet Airways,Banglore,Delhi,0,185,0,7229
Vistara,Banglore,Delhi,0,170,0,4668
Jet Airways,Kolkata,Banglore,0,1200,1,14388
Jet Airways,Kolkata,Banglore,1,1025,1,10844
Air India,Delhi,Cochin,0,765,1,7690
Jet Airways,Kolkata,Banglore,0,1450,1,13067
SpiceJet,Mumbai,Hyderabad,1,90,0,1965
Jet Airways,Delhi,Cochin,0,1610,1,16289
Air India,Kolkata,Banglore,0,745,1,10203
Jet Airways,Kolkata,Banglore,0,570,1,15149
Vistara,Kolkata,Banglore,0,385,1,9345
SpiceJet,Mumbai,Hyderabad,0,90,0,2017
Vistara,Kolkata,Banglore,0,975,1,9345
Air India,Kolkata,Banglore,0,1485,1,6528
Multiple carriers,Delhi,Cochin,0,380,1,15603
Jet Airways,Delhi,Cochin,0,1300,2,13376
SpiceJet,Delhi,Cochin,0,315,1,5583
Jet Airways,Delhi,Cochin,1,1620,1,10577
Air India,Delhi,Cochin,0,1180,2,10651
Jet Airways,Kolkata,Banglore,1,875,1,7594
Air Asia,Kolkata,Banglore,0,220,1,6857
IndiGo,Banglore,Delhi,0,170,0,4423
Jet Airways,Delhi,Cochin,1,425,2,13344
SpiceJet,Banglore,Delhi,0,175,0,3971
Jet Airways,Delhi,Cochin,0,600,1,18371
Jet Airways,Delhi,Cochin,1,1995,2,6643
Multiple carriers,Delhi,Cochin,0,465,1,15077
Air India,Banglore,Delhi,0,165,0,6121
SpiceJet,Mumbai,Hyderabad,0,80,0,5755
Air India,Delhi,Cochin,0,765,1,4487
SpiceJet,Delhi,Cochin,1,270,1,5158
Jet Airways,Kolkata,Banglore,1,520,1,8586
Air India,Mumbai,Hyderabad,0,80,0,3100
Jet Airways,Mumbai,Hyderabad,1,85,0,3210
Jet Airways,Delhi,Cochin,1,1040,1,12373
Multiple carriers,Delhi,Cochin,0,730,1,15135
Jet Airways,Delhi,Cochin,0,810,2,13292
SpiceJet,Mumbai,Hyderabad,0,90,0,2017
Jet Airways,Delhi,Cochin,1,1320,2,10919
Vistara,Mumbai,Hyderabad,0,1500,1,12395
SpiceJet,Chennai,Kolkata,1,135,0,3543
Jet Airways,Mumbai,Hyderabad,1,90,0,2228
Air India,Delhi,Cochin,0,1410,2,8236
Air Asia,Delhi,Cochin,0,830,1,11410
Jet Airways,Delhi,Cochin,0,810,2,15129
GoAir,Kolkata,Banglore,0,155,0,3514
Jet Airways,Kolkata,Banglore,1,690,1,13469
IndiGo,Banglore,Delhi,0,180,0,3943
Vistara,Banglore,New Delhi,0,175,0,7608
Air India,Banglore,Delhi,0,165,0,6961
Multiple carriers,Delhi,Cochin,0,585,1,12042
Jet Airways Business,Banglore,New Delhi,1,400,1,62427
Air India,Banglore,New Delhi,0,655,2,9586
SpiceJet,Chennai,Kolkata,1,135,0,3543
Jet Airways,Delhi,Cochin,0,1630,2,13882
Jet Airways,Kolkata,Banglore,0,435,1,8781
Air Asia,Kolkata,Banglore,0,500,2,5192
IndiGo,Delhi,Cochin,0,940,1,6442
Jet Airways,Delhi,Cochin,0,825,1,15554
Jet Airways,Kolkata,Banglore,1,1285,1,10844
IndiGo,Mumbai,Hyderabad,0,90,0,2754
Multiple carriers,Delhi,Cochin,0,420,1,14067
GoAir,Delhi,Cochin,0,370,1,5140
IndiGo,Delhi,Cochin,0,895,1,8330
Jet Airways,Mumbai,Hyderabad,0,90,0,5678
Jet Airways,Banglore,New Delhi,1,1170,1,11087
GoAir,Banglore,New Delhi,0,175,0,18558
IndiGo,Mumbai,Hyderabad,0,90,0,16000
SpiceJet,Banglore,Delhi,1,175,0,3573
Multiple carriers,Delhi,Cochin,0,760,1,7670
Jet Airways,Delhi,Cochin,0,1195,2,12819
Vistara,Banglore,Delhi,0,155,0,4878
Jet Airways,Delhi,Cochin,1,1295,2,11507
Air Asia,Delhi,Cochin,0,330,1,8759
Jet Airways,Delhi,Cochin,1,1530,1,10262
Air India,Delhi,Cochin,0,1580,2,10975
Jet Airways,Delhi,Cochin,1,550,1,10262
Multiple carriers,Delhi,Cochin,1,490,1,6007
IndiGo,Chennai,Kolkata,0,145,0,3858
IndiGo,Delhi,Cochin,0,490,1,6412
Air India,Kolkata,Banglore,0,150,0,6245
Air India,Delhi,Cochin,0,1410,2,9968
Multiple carriers,Delhi,Cochin,1,640,1,18260
IndiGo,Banglore,New Delhi,0,175,0,8855
Jet Airways,Kolkata,Banglore,1,590,1,10844
SpiceJet,Chennai,Kolkata,0,135,0,3597
Jet Airways,Kolkata,Banglore,0,1685,1,13067
Jet Airways,Banglore,New Delhi,0,1070,1,13817
Air India,Banglore,New Delhi,0,990,1,11602
Jet Airways,Kolkata,Banglore,0,1545,1,13941
Jet Airways,Kolkata,Banglore,0,1365,1,14151
IndiGo,Banglore,Delhi,0,170,0,3943
Jet Airways,Kolkata,Banglore,1,705,1,10844
SpiceJet,Mumbai,Hyderabad,0,90,0,2753
Jet Airways,Delhi,Cochin,0,1005,1,14714
Multiple carriers,Delhi,Cochin,0,545,1,9646
Jet Airways,Delhi,Cochin,0,330,1,15554
Air India,Banglore,New Delhi,0,435,2,13261
Jet Airways,Banglore,New Delhi,1,1045,1,11087
Jet Airways,Delhi,Cochin,1,810,2,11507
Multiple carriers,Delhi,Cochin,0,390,1,9424
GoAir,Banglore,Delhi,0,170,0,4937
SpiceJet,Banglore,Delhi,1,175,0,3257
IndiGo,Banglore,Delhi,0,170,0,4823
IndiGo,Chennai,Kolkata,0,140,0,5277
SpiceJet,Kolkata,Banglore,0,150,0,3873
Jet Airways,Kolkata,Banglore,1,730,1,10844
Multiple carriers,Delhi,Cochin,0,510,1,7198
Air India,Delhi,Cochin,0,170,0,6094
IndiGo,Banglore,Delhi,0,165,0,3943
IndiGo,Banglore,Delhi,0,180,0,3943
Jet Airways,Kolkata,Banglore,0,960,1,12681
Vistara,Banglore,Delhi,0,155,0,5613
SpiceJet,Kolkata,Banglore,0,145,0,3873
Jet Airways,Delhi,Cochin,1,1415,1,12898
Jet Airways,Delhi,Cochin,0,1375,2,15129
SpiceJet,Chennai,Kolkata,0,135,0,3911
IndiGo,Delhi,Cochin,0,195,0,6015
Jet Airways,Banglore,New Delhi,0,365,1,54826
IndiGo,Delhi,Cochin,0,305,1,5073
IndiGo,Chennai,Kolkata,0,140,0,4326
Air India,Delhi,Cochin,0,1595,2,9443
Jet Airways,Mumbai,Hyderabad,0,90,0,8040
Jet Airways,Banglore,Delhi,0,165,0,7229
IndiGo,Banglore,Delhi,0,170,0,3943
Air India,Banglore,New Delhi,0,685,3,14195
Jet Airways,Delhi,Cochin,0,1130,2,13292
IndiGo,Kolkata,Banglore,0,155,0,4174
Jet Airways,Banglore,New Delhi,0,860,1,16736
Jet Airways,Banglore,Delhi,1,165,0,5198
Multiple carriers,Delhi,Cochin,0,730,1,15058
IndiGo,Delhi,Cochin,0,300,1,5073
Multiple carriers,Delhi,Cochin,0,660,1,10197
SpiceJet,Chennai,Kolkata,1,140,0,3543
Jet Airways,Banglore,Delhi,1,180,0,7229
Air India,Delhi,Cochin,0,1180,2,10966
Jet Airways,Kolkata,Banglore,1,570,1,11134
Air Asia,Kolkata,Banglore,0,150,0,3807
Air India,Banglore,Delhi,0,170,0,5228
IndiGo,Chennai,Kolkata,0,140,0,3597
Air Asia,Banglore,Delhi,0,165,0,4483
Jet Airways,Delhi,Cochin,1,1015,1,10262
SpiceJet,Delhi,Cochin,1,270,1,5158
Air India,Banglore,New Delhi,0,1520,1,6010
Jet Airways,Delhi,Cochin,0,1320,2,13376
Jet Airways,Delhi,Cochin,0,1365,2,11543
Multiple carriers,Delhi,Cochin,1,560,1,15342
SpiceJet,Banglore,New Delhi,0,175,0,6309
Vistara,Banglore,Delhi,0,165,0,5823
Vistara,Banglore,New Delhi,0,160,0,5403
SpiceJet,Kolkata,Banglore,0,155,0,3873
Jet Airways,Delhi,Cochin,1,1270,1,12898
IndiGo,Delhi,Cochin,0,500,1,6979
Air India,Kolkata,Banglore,0,1410,2,13437
Jet Airways,Delhi,Cochin,1,1015,1,6017
Jet Airways,Delhi,Cochin,1,330,1,14053
IndiGo,Chennai,Kolkata,0,145,0,7295
Jet Airways,Kolkata,Banglore,0,1495,1,13044
Jet Airways,Banglore,Delhi,1,175,0,4030
Air India,Banglore,New Delhi,0,1625,2,13942
Jet Airways,Kolkata,Banglore,0,705,1,14781
SpiceJet,Banglore,New Delhi,0,170,0,3579
Air India,Delhi,Cochin,0,1275,2,10231
IndiGo,Delhi,Cochin,0,320,1,5530
Jet Airways,Kolkata,Banglore,1,345,1,10844
Air India,Delhi,Cochin,0,675,1,8372
Jet Airways,Delhi,Cochin,0,775,1,16289
Air India,Delhi,Cochin,0,1275,2,11701
Multiple carriers Premium economy,Delhi,Cochin,0,570,1,11269
Multiple carriers,Delhi,Cochin,0,750,1,9385
Jet Airways,Kolkata,Banglore,0,395,1,14151
Jet Airways,Banglore,Delhi,1,180,0,4544
Jet Airways,Banglore,New Delhi,1,850,1,11087
IndiGo,Kolkata,Banglore,0,155,0,5224
IndiGo,Kolkata,Banglore,0,155,0,4804
Air India,Mumbai,Hyderabad,0,880,1,6901
Multiple carriers,Delhi,Cochin,1,465,1,5999
Vistara,Banglore,Delhi,0,170,0,5403
Jet Airways,Delhi,Cochin,0,810,2,13014
Jet Airways,Mumbai,Hyderabad,1,85,0,4995
Jet Airways,Kolkata,Banglore,0,1545,1,13941
Jet Airways,Delhi,Cochin,1,1295,2,11507
Multiple carriers,Delhi,Cochin,0,660,1,12192
Multiple carriers,Delhi,Cochin,0,450,1,7198
IndiGo,Delhi,Cochin,0,195,0,5000
SpiceJet,Kolkata,Banglore,1,155,0,3841
Jet Airways,Delhi,Cochin,0,350,1,12347
Vistara,Chennai,Kolkata,0,140,0,11982
Jet Airways,Delhi,Cochin,1,1375,2,13029
Jet Airways,Banglore,New Delhi,0,700,1,16736
IndiGo,Kolkata,Banglore,0,155,0,4174
SpiceJet,Kolkata,Banglore,1,145,0,3841
Jet Airways,Delhi,Cochin,0,1440,1,17024
IndiGo,Banglore,Delhi,0,180,0,3943
IndiGo,Delhi,Cochin,0,635,1,6442
Air India,Delhi,Cochin,0,2170,2,11762
SpiceJet,Kolkata,Banglore,0,145,0,4174
IndiGo,Kolkata,Banglore,0,155,0,4804
Multiple carriers,Delhi,Cochin,0,690,1,13377
Jet Airways,Banglore,Delhi,0,175,0,7229
IndiGo,Banglore,New Delhi,0,170,0,8855
Multiple carriers,Delhi,Cochin,0,535,1,7741
Jet Airways,Banglore,New Delhi,0,315,1,22270
Multiple carriers,Delhi,Cochin,0,735,1,7740
Air India,Kolkata,Banglore,0,1600,2,14960
Jet Airways,Delhi,Cochin,0,535,1,12032
Air India,Mumbai,Hyderabad,0,80,0,5462
Jet Airways,Delhi,Cochin,0,1385,1,12347
Air India,Chennai,Kolkata,0,135,0,3145
Jet Airways,Banglore,New Delhi,1,520,1,7832
IndiGo,Kolkata,Banglore,0,150,0,4804
IndiGo,Delhi,Cochin,0,305,1,10482
Jet Airways,Delhi,Cochin,1,1015,1,12373
Multiple carriers,Delhi,Cochin,0,915,1,10478
Jet Airways,Delhi,Cochin,1,1125,2,13029
Air India,Delhi,Cochin,0,1255,1,6482
Jet Airways,Delhi,Cochin,0,600,1,15554
Multiple carriers,Delhi,Cochin,0,615,1,11789
IndiGo,Kolkata,Banglore,0,340,1,9413
Air India,Kolkata,Banglore,0,1700,1,7662
Multiple carriers,Delhi,Cochin,0,390,1,7888
Air Asia,Kolkata,Banglore,0,955,1,5192
Multiple carriers,Delhi,Cochin,1,640,1,6007
Jet Airways,Delhi,Cochin,1,1595,1,12898
Air India,Banglore,New Delhi,0,1545,2,11885
Vistara,Kolkata,Banglore,0,355,1,14360
Air India,Kolkata,Banglore,0,1185,2,14330
Multiple carriers,Delhi,Cochin,0,555,1,6076
SpiceJet,Kolkata,Banglore,0,160,0,4622
Jet Airways,Kolkata,Banglore,0,665,1,14388
Multiple carriers,Delhi,Cochin,0,615,1,9794
IndiGo,Kolkata,Banglore,0,150,0,4804
Jet Airways,Kolkata,Banglore,1,450,1,9663
GoAir,Delhi,Cochin,0,370,1,5842
Multiple carriers,Delhi,Cochin,0,510,1,15603
IndiGo,Kolkata,Banglore,0,165,0,5618
IndiGo,Kolkata,Banglore,0,155,0,6565
SpiceJet,Delhi,Cochin,0,295,1,5221
Jet Airways,Delhi,Cochin,1,560,2,10368
Air India,Delhi,Cochin,0,765,1,7480
Jet Airways,Delhi,Cochin,0,1490,2,13882
IndiGo,Delhi,Cochin,0,560,1,6442
IndiGo,Banglore,Delhi,0,175,0,4823
SpiceJet,Kolkata,Banglore,0,150,0,3873
Jet Airways,Kolkata,Banglore,0,1075,1,12121
IndiGo,Banglore,Delhi,0,170,0,4423
Air India,Kolkata,Banglore,0,150,0,5510
Jet Airways,Banglore,Delhi,0,180,0,7229
Jet Airways,Delhi,Cochin,1,1010,1,10577
Jet Airways,Mumbai,Hyderabad,0,90,0,8040
Jet Airways,Delhi,Cochin,0,360,1,14714
Jet Airways,Banglore,Delhi,1,165,0,7229
Multiple carriers,Delhi,Cochin,0,855,2,6653
IndiGo,Delhi,Cochin,0,665,1,6442
IndiGo,Kolkata,Banglore,0,160,0,4804
Air India,Delhi,Cochin,0,1210,2,9417
Jet Airways,Kolkata,Banglore,1,1495,1,10844
Jet Airways,Banglore,Delhi,0,180,0,7229
Jet Airways,Delhi,Cochin,1,590,1,15400
IndiGo,Delhi,Cochin,0,750,1,6416
Air India,Banglore,Delhi,0,170,0,5176
IndiGo,Delhi,Cochin,0,575,1,9264
Multiple carriers,Delhi,Cochin,0,720,1,13587
SpiceJet,Chennai,Kolkata,0,135,0,3597
Air Asia,Banglore,Delhi,0,170,0,4282
Jet Airways,Mumbai,Hyderabad,1,85,0,4995
IndiGo,Kolkata,Banglore,0,155,0,4804
Jet Airways,Kolkata,Banglore,1,590,1,10844
Jet Airways,Delhi,Cochin,0,885,1,14714
Jet Airways,Kolkata,Banglore,0,730,1,14571
Jet Airways,Banglore,New Delhi,1,1425,1,7832
Jet Airways,Kolkata,Banglore,0,1295,1,11467
Jet Airways,Kolkata,Banglore,0,1075,1,10953
IndiGo,Kolkata,Banglore,0,160,0,4148
SpiceJet,Kolkata,Banglore,0,145,0,3873
IndiGo,Banglore,Delhi,0,170,0,3943
Air Asia,Delhi,Cochin,0,330,1,6151
Vistara,Mumbai,Hyderabad,0,850,1,12080
Jet Airways,Kolkata,Banglore,0,845,1,13584
IndiGo,Delhi,Cochin,0,845,1,6979
Air Asia,Banglore,New Delhi,0,165,0,4482
IndiGo,Kolkata,Banglore,0,325,1,6284
IndiGo,Kolkata,Banglore,0,220,1,4226
IndiGo,Delhi,Cochin,0,570,1,6442
Jet Airways,Delhi,Cochin,1,520,1,12373
Jet Airways,Banglore,New Delhi,0,550,1,11297
Air India,Kolkata,Banglore,0,920,2,14083
Jet Airways,Delhi,Cochin,1,195,0,7202
Multiple carriers,Delhi,Cochin,0,590,1,11667
Jet Airways,Kolkata,Banglore,1,1400,1,10844
Air India,Banglore,New Delhi,0,1265,1,5932
Multiple carriers,Delhi,Cochin,0,630,1,9001
Jet Airways,Kolkata,Banglore,1,395,1,13469
IndiGo,Mumbai,Hyderabad,0,90,0,2227
IndiGo,Delhi,Cochin,0,315,1,5636
Multiple carriers,Delhi,Cochin,0,625,2,15965
IndiGo,Delhi,Cochin,0,305,1,5054
Multiple carriers,Delhi,Cochin,1,540,1,5999
IndiGo,Banglore,Delhi,0,175,0,4823
SpiceJet,Kolkata,Banglore,0,435,1,8479
Vistara,Kolkata,Banglore,0,930,1,8452
Jet Airways,Delhi,Cochin,0,660,1,14924
Air India,Delhi,Cochin,0,1410,2,10441
Multiple carriers,Delhi,Cochin,0,900,1,7485
Jet Airways,Banglore,Delhi,1,180,0,6478
Jet Airways,Delhi,Cochin,0,1775,2,15129
IndiGo,Kolkata,Banglore,0,265,1,3809
Jet Airways,Delhi,Cochin,1,660,1,18581
IndiGo,Kolkata,Banglore,0,155,0,5224
IndiGo,Delhi,Cochin,0,500,1,8330
Air India,Banglore,Delhi,0,165,0,6961
Jet Airways,Delhi,Cochin,1,660,1,10262
IndiGo,Mumbai,Hyderabad,0,90,0,2754
Multiple carriers,Delhi,Cochin,0,630,1,13727
GoAir,Banglore,Delhi,0,165,0,3898
Jet Airways,Banglore,New Delhi,1,810,1,11087
Air Asia,Banglore,Delhi,0,170,0,3383
Jet Airways,Delhi,Cochin,0,1520,1,12557
Jet Airways,Delhi,Cochin,1,1325,2,8273
Air India,Mumbai,Hyderabad,0,545,2,9736
Jet Airways,Delhi,Cochin,1,1530,1,10262
Jet Airways,Delhi,Cochin,0,810,2,11664
IndiGo,Banglore,Delhi,0,170,0,4591
Jet Airways,Banglore,New Delhi,1,305,1,13502
Air India,Delhi,Cochin,0,375,1,8372
Air India,Banglore,Delhi,0,165,0,6121
Vistara,Banglore,New Delhi,0,155,0,5613
IndiGo,Delhi,Cochin,0,320,1,5298
Jet Airways,Delhi,Cochin,0,1050,1,15764
Air Asia,Delhi,Cochin,0,870,1,6253
Jet Airways,Kolkata,Banglore,1,375,1,8586
Jet Airways,Delhi,Cochin,0,1325,2,12273
IndiGo,Mumbai,Hyderabad,0,90,0,2227
Jet Airways,Banglore,Delhi,1,180,0,5769
Vistara,Delhi,Cochin,0,190,0,6216
IndiGo,Delhi,Cochin,0,345,1,6386
Multiple carriers,Delhi,Cochin,0,555,1,16108
SpiceJet,Kolkata,Banglore,0,140,0,3873
IndiGo,Delhi,Cochin,0,895,1,6270
Air India,Banglore,Delhi,0,170,0,5911
Multiple carriers,Delhi,Cochin,0,605,1,15077
Jet Airways,Banglore,New Delhi,0,890,1,31825
SpiceJet,Kolkata,Banglore,0,435,1,8479
Vistara,Kolkata,Banglore,0,1555,1,9397
Jet Airways,Delhi,Cochin,1,1655,1,10262
IndiGo,Delhi,Cochin,0,195,0,4729
Jet Airways,Delhi,Cochin,0,1530,1,14714
IndiGo,Kolkata,Banglore,0,155,0,4804
IndiGo,Kolkata,Banglore,0,165,0,4804
Air India,Mumbai,Hyderabad,0,80,0,2050
Multiple carriers,Delhi,Cochin,0,705,1,8371
Multiple carriers,Delhi,Cochin,0,540,1,12192
Multiple carriers Premium economy,Delhi,Cochin,0,770,1,14629
IndiGo,Banglore,Delhi,0,175,0,4823
Multiple carriers,Delhi,Cochin,0,375,1,14323
Jet Airways,Delhi,Cochin,0,1390,2,15129
IndiGo,Delhi,Cochin,0,860,1,6758
Multiple carriers,Delhi,Cochin,0,615,1,14848
Air India,Banglore,New Delhi,0,1670,2,12358
Jet Airways,Banglore,Delhi,1,185,0,4030
Air India,Kolkata,Banglore,0,150,0,4960
Air India,Delhi,Cochin,0,1595,2,8656
IndiGo,Delhi,Cochin,0,710,1,14871
GoAir,Delhi,Cochin,0,440,1,4563
IndiGo,Mumbai,Hyderabad,0,85,0,4784
IndiGo,Banglore,Delhi,0,170,0,4823
Vistara,Chennai,Kolkata,0,135,0,3687
Jet Airways,Banglore,Delhi,0,175,0,7229
Jet Airways,Banglore,Delhi,0,180,0,7229
Air India,Delhi,Cochin,0,1010,1,7174
Air India,Delhi,Cochin,0,1490,2,11071
IndiGo,Delhi,Cochin,0,965,1,6979
IndiGo,Chennai,Kolkata,0,140,0,3850
Jet Airways,Kolkata,Banglore,0,800,1,13044
Jet Airways,Delhi,Cochin,1,450,1,12373
Air India,Delhi,Cochin,0,1100,2,13801
IndiGo,Banglore,Delhi,0,170,0,4823
Air India,Delhi,Cochin,0,1535,1,6587
IndiGo,Mumbai,Hyderabad,0,95,0,2227
Jet Airways,Kolkata,Banglore,0,1285,1,14151
Air India,Banglore,New Delhi,0,2315,2,25430
SpiceJet,Banglore,Delhi,1,175,0,4319
Air India,Delhi,Cochin,0,1660,1,14462
Jet Airways,Kolkata,Banglore,1,1655,1,8586
Air India,Kolkata,Banglore,0,675,1,7662
Jet Airways,Mumbai,Hyderabad,1,85,0,4995
Multiple carriers,Delhi,Cochin,0,720,1,7408
Jet Airways,Mumbai,Hyderabad,0,90,0,5678
Jet Airways,Mumbai,Hyderabad,0,90,0,5678
Jet Airways,Banglore,New Delhi,0,950,1,26890
Air India,Mumbai,Hyderabad,0,2245,2,13904
Jet Airways,Delhi,Cochin,1,505,2,15318
Vistara,Kolkata,Banglore,0,1580,1,8452
IndiGo,Delhi,Cochin,0,625,1,6314
Air India,Kolkata,Banglore,0,625,1,10203
SpiceJet,Chennai,Kolkata,0,135,0,3597
Multiple carriers,Delhi,Cochin,0,535,1,8266
Jet Airways,Delhi,Cochin,1,885,1,12373
Jet Airways,Banglore,New Delhi,0,435,1,36235
IndiGo,Delhi,Cochin,0,755,1,14871
